iter	Passed	Remaining
318	9825	119537
319	9854	119480
320	9882	119418
321	9914	119402
322	9944	119370
323	9977	119358
324	10008	119328
325	10038	119290
326	10066	119228
327	10099	119228
328	10131	119203
329	10161	119164
330	10191	119122
331	10222	119100
332	10257	119110
333	10287	119076
334	10316	119024
335	10347	118995
336	10391	119117
337	10421	119078
338	10452	119045
339	10483	119018
340	10518	119038
341	10552	119036
342	10587	119050
343	10616	119008
344	10646	118964
345	10676	118923
346	10709	118913
347	10737	118852
348	10773	118876
349	10803	118840
350	10834	118804
351	10865	118779
352	10898	118775
353	10928	118736
354	10960	118711
355	10988	118649
356	11015	118574
357	11043	118521
358	11071	118451
359	11099	118397
360	11127	118333
361	11159	118315
362	11187	118252
363	11218	118228
364	11248	118184
365	11282	118184
366	11314	118169
367	11347	118165
368	11378	118127
369	11410	118112
370	11439	118063
371	11470	118038
372	11500	118000
373	11531	117970
374	11568	117999
375	11602	118001
376	11629	117928
377	11663	117932
378	11694	117905
379	11728	117902
380	11763	117915
381	11796	117902
382	11825	117853
383	11853	117798
384	11881	117730
385	11912	117709
386	11942	117661
387	11972	117628
388	12003	117597
389	12036	117591
390	12068	117570
391	12097	117519
392	12129	117498
393	12158	117447
394	12188	117408
395	12219	117382
396	12249	117340
397	12280	117312
398	12310	117270
399	12339	117228
400	12370	117194
401	12400	117152
402	12429	117105
403	12461	117086
404	12492	117061
405	12527	117063
406	12558	117036
407	12590	117020
408	12617	116952
409	12636	116815
410	12669	116795
411	12702	116793
412	12728	116711
413	12756	116658
414	12789	116648
415	12820	116616
416	12849	116568
417	12876	116507
418	12902	116430
419	12934	116407
420	12964	116372
421	12998	116373
422	13027	116320
423	13055	116269
424	13086	116240
425	13115	116194
426	13145	116153
427	13174	116110
428	13202	116055
429	13233	116024
430	13264	115998
431	13295	115963
432	13326	115939
433	13358	115915
434	13391	115908
435	13422	115880
436	13451	115829
437	13486	115838
438	13518	115813
439	13543	115733
440	13570	115674
441	13599	115630
442	13628	115580
443	13660	115557
444	13699	115598
445	13737	115628
446	13767	115592
447	13797	115554
448	13825	115504
449	13858	115486
450	13888	115453
451	13929	115505
452	13960	115470
453	13997	115496
454	14034	115513
455	14065	115486
456	14099	115477
457	14129	115440
458	14166	115459
459	14199	115452
460	14234	115447
461	14266	115431
462	14298	115410
463	14328	115368
464	14359	115339
465	14392	115328
466	14429	115346
467	14465	115350
468	14502	115373
469	14537	115373
470	14567	115333
471	14596	115284
472	14626	115248
473	14660	115238
474	14694	115238
475	14730	115243
476	14764	115240
477	14799	115235
478	14833	115229
479	14861	115180
480	14896	115174
481	14929	115158
482	14964	115162
483	14998	115157
484	15027	115109
485	15059	115080
486	15087	115031
487	15116	114986
488	15147	114951
489	15183	114964
490	15223	114998
491	15257	114987
492	15296	115017
493	15328	114996
494	15364	114997
495	15395	114972
496	15429	114961
497	15457	114909
498	15491	114895
499	15526	114895
500	15553	114838
501	15586	114821
502	15615	114770
503	15651	114780
504	15688	114791
505	15721	114771
506	15758	114784
507	15790	114760
508	15817	114700
509	15843	114635
510	15876	114614
511	15906	114579
512	15941	114572
513	15974	114554
514	16015	114594
515	16045	114554
516	16078	114537
517	16105	114482
518	16143	114498
519	16179	114503
520	16215	114502
521	16249	114495
522	16281	114465
523	16307	114400
524	16334	114343
525	16366	114314
526	16399	114297
527	16434	114292
528	16464	114258
529	16498	114243
530	16529	114210
531	16559	114174
532	16588	114129
533	16621	114110
534	16656	114104
535	16688	114079
536	16727	114103
537	16766	114123
538	16799	114106
539	16828	114061
540	16860	114034
541	16891	114005
542	16923	113978
543	16958	113968
544	16991	113949
545	17022	113918
546	17057	113914
547	17089	113888
548	17117	113833
549	17152	113827
550	17184	113804
551	17214	113767
552	17248	113751
553	17277	113709
554	17309	113678
555	17336	113625
556	17364	113572
557	17395	113535
558	17429	113524
559	17465	113525
560	17497	113497
561	17528	113469
562	17559	113435
563	17583	113359
564	17614	113322
565	17642	113271
566	17673	113242
567	17709	113239
568	17740	113211
569	17776	113207
570	17810	113196
571	17843	113174
572	17874	113140
573	17906	113119
574	17933	113060
575	17964	113025
576	17995	112996
577	18026	112959
578	18055	112917
579	18083	112867
580	18114	112832
581	18146	112806
582	18177	112778
583	18212	112764
584	18242	112728
585	18273	112699
586	18304	112663
587	18335	112631
588	18359	112559
589	18388	112515
590	18425	112518
591	18461	112514
592	18498	112518
593	18535	112522
594	18566	112489
595	18593	112431
596	18621	112382
597	18648	112326
598	18683	112317
599	18718	112312
600	18748	112272
601	18777	112227
602	18805	112178
603	18835	112140
604	18861	112078
605	18893	112051
606	18923	112013
607	18955	111987
608	18992	111988
609	19027	111979
610	19057	111944
611	19095	111949
612	19122	111895
613	19159	111900
614	19195	111895
615	19228	111877
616	19259	111844
617	19293	111826
618	19325	111803
619	19355	1117620620	19391	1117621621	19422	1117622622	19455	1117623623	19490	1116624624	19524	1116625625	19560	1116626626	19593	1116627627	19626	1116628628	19655	1115629629	19686	1115630630	19711	1114631631	19744	1114632632	19774	1114633633	19806	1114634634	19840	1113635635	19872	1113636636	19905	1113637637	19942	1113638638	19974	1113639639	20004	1112640640	20034	1112641641	20067	1112642642	20099	1111643643	20135	1111644644	20171	1111645645	20205	1111646646	20238	1111647647	20273	1111648648	20306	1111649649	20338	1110650650	20372	1110651651	20407	1110652652	20440	1110653653	20473	1110654654	20505	1109655655	20542	1109656656	20571	1109657657	20603	1109658658	20638	1108659659	20672	1108660660	20705	1108661661	20736	1108662662	20764	1107663663	20794	1107664664	20825	1107665665	20854	1106666666	20884	1106667667	20915	1105668668	20947	1105669669	20978	1105670670	21011	1105671671	21042	1104672672	21073	1104673673	21105	1104674674	21134	1103675675	21166	1103676	21183	110236
677677	21239	1103678678	21271	1103679679	21300	1102680680	21332	1102681681	21357	1101682682	21384	1101683	21393	109967
684	21423	109934
685	21463	109946
686	21502	109952
687	21538	109945
688	21567	109904
689	21596	109860
690	21624	109810
691	21652	109764
692	21682	109725
693	21713	109695
694	21751	109698
695	21782	109665
696	21812	109628
697	21842	109590
698	21873	109556
699	21904	109522
700	21933	109479
701	21963	109440
702	21992	109400
703	22032	109412
704	22066	109394
705	22098	109366
706	22129	109330
707	22156	109278
708	22186	109241
709	22222	109232
710	22253	109200
711	22284	109171
712	22314	109131
713	22343	109087
714	22375	109061
715	22406	109029
716	22437	108996
717	22469	108967
718	22500	108933
719	22530	108897
720	22563	108875
721	22594	108839
722	22623	108799
723	22651	108752
724	22691	108760
725	22739	108809
726	22779	108819
727	22816	108819
728	22844	108768
729	22876	108740
730	22910	108723
731	22935	108663
732	22972	108658
733	23004	108629
734	23032	108583
735	23064	108552
736	23097	108527
737	23130	108505
738	23159	108465
739	23189	108426
740	23220	108395
741	23252	108366
742	23280	108318
743	23312	108290
744	23342	108252
745	23371	108210
746	23401	108171
747	23432	108140
748	23459	108089
749	23488	108048
750	23516	108000
751	23545	107959
752	23573	107912
753	23602	107870
754	23632	107832
755	23660	107786
756	23688	107740
757	23714	107684
758	23740	107628
759	23767	107581
760	23799	107551
761	23825	107496
762	23853	107449
763	23885	107421
764	23917	107393
765	23951	107376
766	23979	107328
767	24008	107288
768	24037	107246
769	24069	107219
770	24099	107179
771	24128	107140
772	24157	107098
773	24186	107058
774	24219	107034
775	24249	106997
776	24282	106974
777	24310	106929
778	24336	106874
779	24366	106836
780	24394	106792
781	24424	106756
782	24453	106715
783	24482	106671
784	24513	106642
785	24544	106608
786	24577	106584
787	24608	106552
788	24641	106529
789	24670	106489
790	24697	106438
791	24727	106402
792	24760	106379
793	24792	106352
794	24820	106308
795	24850	106272
796	24880	106234
797	24906	106181
798	24935	106138
799	24964	106098
800	24995	106067
801	25024	106026
802	25053	105985
803	25079	105931
804	25110	105899
805	25140	105864
806	25174	105845
807	25203	105804
808	25233	105767
809	25262	105729
810	25289	105680
811	25323	105659
812	25357	105639
813	25390	105614
814	25422	105588
815	25452	105553
816	25482	105517
817	25513	105486
818	25544	105452
819	25574	105415
820	25605	105383
821	25637	105358
822	25673	105344
823	25707	105325
824	25740	105302
825	25772	105272
826	25802	105239
827	25833	105207
828	25865	105176
829	25896	105146
830	25927	105112
831	25957	105078
832	25987	105043
833	26015	104998
834	26047	104971
835	26076	104931
836	26107	104897
837	26138	104865
838	26167	104825
839	26197	104791
840	26232	104775
841	26265	104749
842	26294	104708
843	26327	104687
844	26355	104640
845	26385	104607
846	26416	104574
847	26447	104543
848	26516	104661
849	26549	104636
850	26592	104650
851	26712	104970
852	26790	105122
853	26815	105062
854	26836	104990
855	26878	105002
856	26924	105027
857	26973	105064
858	27007	105041
859	27045	105038
860	27086	105042
861	27151	105141
862	27226	105276
863	27281	105338
864	27329	105369
865	27372	105379
866	27420	105413
867	27448	105365
868	27477	105324
869	27520	105336
870	27556	105322
871	27595	105318
872	27643	105347
873873	27650	1052874874	27694	1052875	27803	105499
876	27849	105523
877	27892	105533
878	27932	105534
879	27968	105516
880	28005	105505
881	28038	105478
882	28075	105465
883	28107	105435
884	28141	105409
885	28185	105423
886	28238	105470
887	28274	105458
888	28307	105430
889	28339	105398
890	28372	105370
891	28403	105335
892	28433	105297
893	28461	105249
894	28493	105218
895	28524	105182
896	28551	105134
897	28583	105104
898	28614	105069
899	28646	105037
900	28673	104987
901	28703	104949
902	28732	104907
903	28761	104865
904	28792	104829
905	28820	104783
906	28850	104746
907	28880	104708
908	28911	104672
909	28940	104631
910	28972	104601
911	29002	104561
912	29031	104518
913	29064	104490
914	29096	104460
915	29132	104444
916	29158	104390
917	29198	104388
918	29234	104372
919	29269	104353
920	29300	104317
921	29341	104318
922	29379	104309
923	29409	104270
924	29440	104234
925	29470	104197
926	29502	104164
927	29541	104160
928	29577	104142
929	29609	104110
930	29641	104080
931	29677	104060
932	29708	104028
933	29739	103993
934	29768	103950
935	29800	103919
936	29830	103880
937	29864	103855
938	29899	103835
939	29930	103800
940	29961	103765
941	29989	103720
942	30021	103691
943	30053	103657
944	30079	103605
945	30113	103582
946	30140	103535
947	30170	103495
948	30198	103451
949	30227	103410
950	30263	103393
951	30303	103386
952	30335	103357
953	30370	103336
954	30410	103332
955	30446	103313
956	30483	103300
957	30518	103277
958	30554	103261
959	30584	103223
960	30621	103207
961	30652	103172
962	30685	103144
963	30722	103132
964	30751	103088
965	30783	103058
966	30824	103057
967	30858	103030
968	30894	103014
969	30927	102985
970	30962	102963
971	30994	102932
972	31029	102910
973	31065	102892
974	31102	102877
975	31141	102868
976	31175	102845
977	31208	102814
978	31246	102802
979	31283	102789
980	31317	102763
981	31359	102766
982	31396	102749
983	31437	102746
984	31469	102716
985	31501	102684
986	31538	102669
987	31569	102632
988	31602	102603
989	31632	102566
990	31662	102529
991	31697	102505
992	31729	102474
993	31774	102484
994	31835	102547
995	31883	102564
996	31923	102557
997	31961	102544
998	31999	102531
999	32041	102531
1000	32080	102522
1001	32123	102524
1002	32157	102501
1003	32199	102500
1004	32232	102469
1005	32260	102426
1006	32294	102398
1007	32332	102386
1008	32370	102374
1009	32411	102370
1010	32448	102352
1011	32492	102358
1012	32532	102350
1013	32570	102336
1014	32602	102302
1015	32640	102291
1016	32681	102286
1017	32721	102277
1018	32763	102276
1019	32799	102258
1020	32837	102242
1021	32867	102203
1022	32906	102192
1023	32938	102160
1024	32968	102122
1025	32998	102083
1026	33028	102045
1027	33063	102022
1028	33099	101999
1029	33134	101977
1030	33177	101979
1031	33216	101966
1032	33247	101932
1033	33286	101921
1034	33345	101968
1035	33388	101969
1036	33424	101950
1037	33458	101922
1038	33490	101890
1039	33520	101852
1040	33559	101838
1041	33592	101808
1042	33624	101776
1043	33656	101743
1044	33707	101766
1045	33749	101763
1046	33787	101750
1047	33832	101756
1048	33871	101744
1049	33918	101754
1050	33956	101741
1051	33992	101719
1052	34029	101701
1053	34059	101662
1054	34093	101634
1055	34127	101607
1056	34158	101571
1057	34192	101543
1058	34224	101509
1059	34257	101479
1060	34294	101462
1061	34331	101442
1062	34368	101423
1063	34401	101394
1064	34430	101352
1065	34463	101322
1066	34511	101334
1067	34550	101322
1068	34588	101306
1069	34619	101270
1070	34650	101232
1071	34683	101203
1072	34720	101185
1073	34753	101152
1074	34789	101132
1075	34823	101104
1076	34860	101086
1077	34897	101066
1078	34933	101044
1079	34966	101013
1080	35000	100986
1081	35032	100953
1082	35067	100928
1083	35097	100888
1084	35134	100869
1085	35170	100848
1086	35214	100848
1087	35247	100817
1088	35294	100827
1089	35342	100840
1090	35381	100827
1091	35420	100812
1092	35465	100814
1093	35506	100807
1094	35543	100788
1095	35583	100775
1096	35633	100794
1097	35675	100786
1098	35707	100754
1099	35758	100773
1100	35801	100772
1101	35839	100753
1102	35873	100724
1103	35911	100708
1104	35951	100695
1105	35987	100673
1106	36023	100650
1107	36056	100620
1108	36091	100595
1109	36124	100562
1110	36156	100528
1111	36185	100486
1112	36218	100454
1113	36252	100426
1114	36282	100386
1115	36321	100373
1116	36361	100359
1117	36402	100351
1118	36437	100324
1119	36478	100315
1120	36512	100288
1121	36550	100269
1122	36585	100243
1123	36619	100213
1124	36653	100185
1125	36685	100152
1126	36720	100126
1127	36753	100094
1128	36784	100057
1129	36812	100012
1130	36843	99975
1131	36875	99940
1132	36907	99906
1133	36945	99889
1134	36983	99871
1135	37016	99841
1136	37074	99875
1137	37117	99872
1138	37153	99848
1139	37182	99805
1140	37222	99792
1141	37265	99788
1142	37298	99755
1143	37343	99757
1144	37383	99743
1145	37417	99715
1146	37464	99720
1147	37503	99705
1148	37545	99697
1149	37586	99686
1150	37627	99676
1151	37676	99684
1152	37718	99676
1153	37767	99687
1154	37804	99667
1155	37842	99646
1156	37888	99650
1157	37944	99676
1158	37982	99659
1159	38017	99631
1160	38054	99610
1161	38098	99607
1162	38142	99603
1163	38181	99587
1164	38218	99564
1165	38252	99536
1166	38286	99505
1167	38324	99486
1168	38359	99459
1169	38384	99406
1170	38413	99362
1171	38447	99333
1172	38482	99307
1173	38525	99299
1174	38565	99285
1175	38607	99277
1176	38644	99254
1177	38685	99241
1178	38730	99240
1179	38765	99213
1180	38802	99190
1181	38844	99182
1182	38881	99158
1183	38918	99137
1184	38958	99122
1185	39000	99113
1186	39040	99097
1187	39082	99087
1188	39123	99074
1189	39158	99047
1190	39197	99031
1191	39245	99035
1192	39283	99016
1193	39323	98999
1194	39362	98981
1195	39401	98966
1196	39440	98948
1197	39480	98931
1198	39522	98920
1199	39558	98896
1200	39595	98872
1201	39631	98847
1202	39672	98833
1203	39710	98814
1204	39743	98781
1205	39778	98753
1206	39815	98730
1207	39849	98699
1208	39888	98681
1209	39923	98652
1210	39955	98617
1211	39994	98599
1212	40045	98611
1213	40080	98583
1214	40128	98587
1215	40179	98599
1216	40220	98585
1217	40259	98566
1218	40300	98552
1219	40334	98522
1220	40373	98502
1221	40408	98475
1222	40447	98456
1223	40485	98434
1224	40517	98399
1225	40547	98360
1226	40585	98338
1227	40617	98303
1228	40656	98283
1229	40688	98247
1230	40739	98258
1231	40779	98242
1232	40815	98215
1233	40854	98195
1234	40893	98177
1235	40927	98145
1236	40968	98132
1237	41019	98142
1238	41064	98137
1239	41104	98120
1240	41141	98096
1241	41177	98070
1242	41214	98046
1243	41248	98014
1244	41279	97977
1245	41317	97954
1246	41352	97925
1247	41383	97888
1248	41417	97856
1249	41447	97816
1250	41482	97786
1251	41516	97755
1252	41551	97727
1253	41587	97700
1254	41617	97659
1255	41651	97629
1256	41683	97592
1257	41717	97561
1258	41749	97525
1259	41785	97499
1260	41814	97455
1261	41845	97418
1262	41878	97384
1263	41908	97343
1264	41939	97306
1265	41973	97274
1266	42005	97238
1267	42035	97197
1268	42066	97161
1269	42098	97125
1270	42131	97090
1271	42161	97052
1272	42193	97016
1273	42227	96983
1274	42258	96945
1275	42289	96906
1276	42327	96886
1277	42363	96860
1278	42405	96847
1279	42440	96818
1280	42475	96787
1281	42509	96758
1282	42546	96732
1283	42580	96701
1284	42616	96674
1285	42644	96630
1286	42676	96593
1287	42705	96551
1288	42740	96522
1289	42772	96487
1290	42805	96452
1291	42836	96414
1292	42869	96381
1293	42900	96344
1294	42934	96312
1295	42968	96281
1296	43004	96253
1297	43047	96244
1298	43087	96225
1299	43126	96205
1300	43154	96160
1301	43188	96129
1302	43221	96096
1303	43263	96081
1304	43297	96049
1305	43328	96012
1306	43365	95988
1307	43398	95955
1308	43430	95919
1309	43461	95880
1310	43489	95836
1311	43516	95789
1312	43545	95747
1313	43574	95705
1314	43604	95664
1315	43636	95629
1316	43667	95591
1317	43705	95568
1318	43733	95525
1319	43773	95505
1320	43809	95478
1321	43839	95439
1322	43870	95400
1323	43905	95371
1324	43938	95337
1325	43976	95315
1326	44015	95295
1327	44056	95278
1328	44088	95243
1329	44115	95197
1330	44144	95154
1331	44179	95124
1332	44214	95096
1333	44249	95065
1334	44281	95030
1335	44311	94991
1336	44342	94953
1337	44376	94921
1338	44412	94894
1339	44451	94873
1340	44483	94837
1341	44511	94793
1342	44541	94754
1343	44569	94710
1344	44596	94663
1345	44627	94625
1346	44657	94586
1347	44689	94551
1348	44721	94515
1349	44754	94481
1350	44789	94452
1351	44824	94422
1352	44853	94381
1353	44883	94341
1354	44919	94314
1355	44952	94280
1356	44982	94240
1357	45013	94204
1358	45041	94160
1359	45070	94117
1360	45103	94084
1361	45150	94079
1362	45187	94054
1363	45226	94033
1364	45264	94010
1365	45356	94100
1366	45398	94084
1367	45430	94049
1368	45461	94010
1369	45495	93979
1370	45527	93943
1371	45562	93915
1372	45598	93887
1373	45635	93862
1374	45667	93826
1375	45696	93784
1376	45730	93751
1377	45759	93711
1378	45793	93679
1379	45824	93642
1380	45857	93608
1381	45889	93571
1382	45920	93533
1383	45949	93492
1384	45984	93463
1385	46018	93431
1386	46048	93392
1387	46084	93364
1388	46115	93326
1389	46148	93292
1390	46180	93257
1391	46213	93223
1392	46245	93187
1393	46277	93152
1394	46309	93116
1395	46342	93082
1396	46372	93043
1397	46400	92999
1398	46433	92965
1399	46470	92941
1400	46513	92926
1401	46555	92911
1402	46587	92877
1403	46618	92838
1404	46651	92804
1405	46680	92762
1406	46713	92730
1407	46745	92693
1408	46777	92658
1409	46810	92624
1410	46854	92612
1411	46884	92573
1412	46918	92541
1413	46947	92501
1414	46981	92469
1415	47011	92428
1416	47045	92397
1417	47079	92366
1418	47113	92334
1419	47146	92299
1420	47179	92266
1421	47207	92224
1422	47235	92180
1423	47265	92141
1424	47296	92104
1425	47331	92074
1426	47361	92034
1427	47386	91986
1428	47419	91952
1429	47445	91904
1430	47475	91865
1431	47506	91827
1432	47539	91795
1433	47573	91763
1434	47602	91722
1435	47639	91696
1436	47672	91662
1437	47703	91625
1438	47738	91596
1439	47772	91563
1440	47802	91525
1441	47836	91492
1442	47868	91458
1443	47898	91417
1444	47922	91366
1445	47952	91329
1446	47981	91287
1447	48011	91247
1448	48041	91209
1449	48071	91170
1450	48099	91127
1451	48130	91089
1452	48158	91047
1453	48185	91002
1454	48219	90970
1455	48247	90927
1456	48273	90880
1457	48304	90843
1458	48330	90797
1459	48356	90751
1460	48386	90712
1461	48413	90668
1462	48443	90629
1463	48475	90593
1464	48503	90551
1465	48532	90509
1466	48566	90478
1467	48596	90439
1468	48624	90397
1469	48657	90363
1470	48683	90317
1471	48714	90280
1472	48744	90241
1473	48774	90203
1474	48809	90174
1475	48841	90137
1476	48875	90106
1477	48906	90069
1478	48934	90028
1479	48965	89990
1480	48996	89953
1481	49024	89911
1482	49055	89874
1483	49088	89841
1484	49119	89803
1485	49150	89768
1486	49179	89727
1487	49210	89689
1488	49241	89652
1489	49270	89612
1490	49299	89572
1491	49331	89538
1492	49362	89499
1493	49394	89465
1494	49427	89432
1495	49456	89392
1496	49491	89361
1497	49519	89321
1498	49550	89283
1499	49579	89242
1500	49605	89197
1501	49621	89133
1502	49647	89088
1503	49678	89050
1504	49709	89014
1505	49739	88976
1506	49763	88926
1507	49792	88886
1508	49818	88841
1509	49847	88801
1510	49875	88758
1511	49909	88727
1512	49938	88687
1513	49980	88671
1514	50021	88652
1515	50054	88619
1516	50084	88580
1517	50116	88545
1518	50140	88496
1519	50168	88455
1520	50196	88412
1521	50224	88371
1522	50256	88336
1523	50285	88295
1524	50313	88254
1525	50341	88212
1526	50374	88179
1527	50404	88142
1528	50435	88105
1529	50467	88070
1530	50496	88029
1531	50524	87989
1532	50558	87957
1533	50584	87912
1534	50610	87867
1535	50639	87828
1536	50668	87787
1537	50701	87754
1538	50729	87712
1539	50757	87672
1540	50786	87632
1541	50811	87586
1542	50840	87545
1543	50876	87518
1544	50907	87481
1545	50937	87444
1546	50978	87425
1547	51013	87395
1548	51046	87362
1549	51080	87331
1550	51112	87295
1551	51155	87280
1552	51192	87254
1553	51225	87222
1554	51258	87188
1555	51293	87158
1556	51328	87130
1557	51364	87102
1558	51394	87064
1559	51425	87028
1560	51455	86990
1561	51487	86955
1562	51518	86918
1563	51549	86882
1564	51582	86850
1565	51618	86821
1566	51649	86785
1567	51680	86749
1568	51712	86714
1569	51738	86670
1570	51771	86637
1571	51803	86603
1572	51835	86568
1573	51869	86537
1574	51899	86498
1575	51930	86462
1576	51957	86420
1577	51988	86384
1578	52023	86354
1579	52050	86312
1580	52078	86270
1581	52104	86226
1582	52135	86190
1583	52167	86155
1584	52198	86120
1585	52232	86088
1586	52266	86056
1587	52297	86020
1588	52331	85989
1589	52358	85946
1590	52389	85910
1591	52422	85878
1592	52451	85838
1593	52478	85796
1594	52508	85757
1595	52539	85722
1596	52572	85689
1597	52601	85649
1598	52630	85610
1599	52659	85571
1600	52691	85538
1601	52726	85508
1602	52761	85478
1603	52800	85455
1604	52840	85434
1605	52894	85434
1606	52927	85401
1607	52958	85366
1608	52994	85337
1609	53032	85313
1610	53070	85287
1611	53104	85256
1612	53140	85229
1613	53173	85196
1614	53205	85162
1615	53234	85122
1616	53265	85085
1617	53295	85049
1618	53329	85017
1619	53366	84991
1620	53404	84966
1621	53437	84933
1622	53464	84890
1623	53492	84850
1624	53526	84818
1625	53556	84782
1626	53590	84749
1627	53620	84711
1628	53662	84693
1629	53694	84659
1630	53726	84624
1631	53757	84589
1632	53790	84555
1633	53823	84523
1634	53852	84484
1635	53882	84446
1636	53913	84410
1637	53942	84371
1638	53974	84337
1639	54004	84298
1640	54031	84256
1641	54059	84217
1642	54090	84181
1643	54116	84137
1644	54147	84101
1645	54176	84062
1646	54206	84024
1647	54231	83980
1648	54257	83936
1649	54285	83896
1650	54312	83854
1651	54341	83814
1652	54370	83775
1653	54399	83736
1654	54428	83697
1655	54460	83664
1656	54488	83624
1657	54523	83593
1658	54559	83565
1659	54587	83525
1660	54616	83486
1661	54650	83454
1662	54679	83416
1663	54711	83382
1664	54746	83352
1665	54780	83321
1666	54816	83292
