iter	MAPE	RMSE	R2	MAE
1178	0.2334409694	327908.6076	0.9806149254	173593.4049
1179	0.2333881337	327823.4493	0.9806249927	173545.5353
1180	0.2333031813	327719.8734	0.9806372339	173515.6773
1181	0.2331931843	327572.1453	0.9806546865	173436.7422
1182	0.2331932982	327501.0308	0.9806630851	173404.9434
1183	0.2330701765	327424.6036	0.9806721092	173383.3815
1184	0.2330698145	327398.9167	0.9806751417	173375.2954
1185	0.2330495756	327207.6668	0.9806977123	173294.6446
1186	0.2330451806	327098.8363	0.9807105502	173262.5115
1187	0.2329705837	327030.3014	0.9807186325	173243.4915
1188	0.2329276459	326862.1364	0.9807384571	173219.0239
1189	0.2328799154	326689.0232	0.9807588543	173204.3227
1190	0.2328489651	326554.3808	0.9807747112	173168.9499
1191	0.2327770133	326412.0765	0.9807914634	173106.9681
1192	0.2327967791	326299.5552	0.9808047043	173088.2325
1193	0.2326921741	326156.4248	0.9808215406	173021.6743
1194	0.2326692983	326042.5272	0.9808349329	172989.1128
1195	0.2325010807	325903.9673	0.9808512188	172907.2617
1196	0.2324412388	325795.0009	0.9808640215	172839.9781
1197	0.2323474011	325651.1865	0.980880912	172806.4439
1198	0.2323380966	325581.3433	0.9808891121	172789.6658
1199	0.2323188649	325506.0069	0.9808979553	172773.0519
1200	0.2322801856	325390.0716	0.98091156	172709.9125
1201	0.2322842151	325321.7889	0.9809195705	172692.9984
1202	0.2322716967	325230.857	0.9809302355	172662.1884
1203	0.2322309675	325162.8806	0.9809382062	172637.9429
1204	0.231789075	325014.7159	0.9809555738	172528.0202
1205	0.2317885034	324952.1816	0.9809629015	172522.1243
1206	0.231599447	324826.8343	0.9809775855	172447.688
1207	0.2316037058	324698.8161	0.9809925764	172410.4895
1208	0.2315981591	324581.6402	0.9810062926	172370.2164
1209	0.2315289363	324418.3154	0.9810254025	172256.382
1210	0.2314812358	324314.0445	0.9810375977	172179.265
1211	0.2314522054	324128.9933	0.9810592312	172088.8679
1212	0.2314105208	324056.5837	0.9810676929	172058.36
1213	0.2312953515	323986.3463	0.9810758989	172039.2354
1214	0.2312436995	323749.591	0.9811035467	171954.8063
1215	0.2310913314	323581.3387	0.9811231825	171802.6793
1216	0.2310873326	323472.0634	0.9811359299	171760.5212
1217	0.2310625982	323439.5358	0.9811397236	171747.4535
1218	0.2309782668	323286.9984	0.9811575088	171647.077
1219	0.2309717139	323210.1258	0.9811664687	171631.1337
1220	0.2309495655	323199.4575	0.9811677119	171627.4596
1221	0.2309029447	323132.4077	0.9811755249	171601.8433
1222	0.2309020551	323030.3144	0.9811874181	171580.2436
1223	0.2308660688	322944.3306	0.9811974318	171563.2507
1224	0.2307965371	322837.7296	0.9812098429	171538.6983
1225	0.2307435373	322727.6166	0.9812226585	171505.9716
1226	0.230774267	322717.178	0.9812238732	171504.948
1227	0.2307243058	322610.8132	0.9812362481	171474.092
1228	0.2306434964	322462.8232	0.981253459	171428.6874
1229	0.2306413646	322448.0898	0.981255172	171423.7437
1230	0.2306387889	322292.1617	0.9812732967	171368.9773
1231	0.2306190014	322282.0111	0.9812744763	171365.5424
1232	0.2305839836	322253.2868	0.9812778141	171357.9616
1233	0.2305385857	322113.4487	0.9812940591	171285.2733
1234	0.230441878	321902.8784	0.9813185078	171162.271
1235	0.230377752	321811.0228	0.9813291679	171133.6168
1236	0.2303969671	321694.4355	0.9813426937	171115.2375
1237	0.2301316095	321551.9069	0.9813592225	170940.8652
1238	0.230121982	321420.942	0.9813744039	170898.7909
1239	0.2301160126	321304.342	0.9813879148	170838.2281
1240	0.2300795421	321235.4849	0.9813958913	170808.937
1241	0.2300607176	321225.7035	0.9813970242	170805.6241
1242	0.2300819598	321156.3436	0.981405057	170796.1052
1243	0.2300944749	321005.9748	0.9814224656	170769.5926
1244	0.2298757053	320898.6612	0.9814348846	170677.0036
1245	0.2298643973	320832.2685	0.9814425659	170665.4032
1246	0.2297869516	320751.1206	0.9814519522	170620.4095
1247	0.2297499461	320543.7034	0.981475933	170564.3005
1248	0.2295883162	320377.8497	0.9814950973	170400.3719
1249	0.2293265158	320300.7782	0.9815039994	170320.8525
1250	0.2293081122	320291.2704	0.9815050975	170317.5319
1251	0.2292498024	320169.4658	0.9815191618	170250.0786
1252	0.2291242529	320099.9693	0.9815271839	170226.2066
1253	0.2291068464	320090.6608	0.9815282582	170222.9374
1254	0.2290154514	319950.7498	0.9815444026	170141.9929
1255	0.2289559598	319782.6963	0.9815637851	170009.5604
1256	0.2288990744	319630.0298	0.981581384	169949.4242
1257	0.2285919275	319465.5516	0.9816003352	169852.1589
1258	0.228591106	319457.9696	0.9816012085	169850.5829
1259	0.2285930247	319400.0543	0.9816078791	169845.2905
1260	0.2285674937	319316.2238	0.9816175323	169794.6173
1261	0.2284454124	319185.8762	0.981632537	169671.0137
1262	0.2281732709	319043.1747	0.9816489567	169524.232
1263	0.2280593848	318975.3021	0.9816567638	169491.3013
1264	0.2280578393	318903.1607	0.9816650601	169480.1604
1265	0.2280466894	318745.8037	0.9816831498	169418.0289
1266	0.2277754289	318627.8813	0.9816967002	169274.1099
1267	0.2277775827	318618.7942	0.9816977441	169272.3462
1268	0.2276428235	318482.8439	0.9817133595	169147.5149
1269	0.2275860377	318356.9419	0.9817278147	169065.7176
1270	0.2275856543	318343.5224	0.9817293551	169061.7369
1271	0.2274289567	318216.1616	0.9817439714	168944.9517
1272	0.2274311637	318207.282	0.9817449902	168943.2059
1273	0.2273555054	318072.1965	0.9817604861	168901.4962
1274	0.2271713899	317969.1245	0.9817723053	168866.7971
1275	0.2269820638	317847.3207	0.9817862676	168767.287
1276	0.226963311	317838.4626	0.9817872827	168763.8686
1277	0.2269634339	317825.7825	0.9817887359	168760.3866
1278	0.2269742335	317682.034	0.9818052056	168735.5705
1279	0.2269955007	317585.2705	0.9818162879	168719.9161
1280	0.2269619853	317427.82	0.9818343135	168697.308
1281	0.2269600793	317415.0107	0.9818357795	168693.5544
1282	0.226621133	317343.5098	0.981843962	168624.3675
1283	0.2266120427	317218.2981	0.9818582865	168610.435
1284	0.2265880976	317118.696	0.9818696772	168586.7295
1285	0.2265953713	317028.5193	0.9818799869	168570.5018
1286	0.226595032	317016.3421	0.9818813789	168567.1553
1287	0.226503326	316950.5415	0.9818888996	168553.943
1288	0.2265064217	316934.9799	0.981890678	168551.6251
1289	0.2265005561	316889.7837	0.9818958425	168538.788
1290	0.2265095014	316819.2541	0.9819039004	168523.7026
1291	0.226487259	316662.4042	0.9819218139	168446.5967
1292	0.2262348607	316530.7106	0.9819368475	168309.4516
1293	0.2261223008	316421.5131	0.9819493083	168272.9544
1294	0.2260281559	316318.9701	0.9819610058	168240.7643
1295	0.2260234025	316216.4379	0.9819726983	168193.6593
1296	0.2260250563	316139.0917	0.9819815161	168157.446
1297	0.2260208762	316095.5571	0.9819864783	168145.0388
1298	0.2257168386	315984.038	0.9819991865	167993.9955
1299	0.2256619092	315840.8387	0.9820154982	167938.3932
1300	0.2255155005	315691.1892	0.9820325368	167791.1978
1301	0.2254231265	315646.9696	0.9820375699	167771.8359
1302	0.2254246111	315638.0908	0.9820385804	167770.4752
1303	0.2254263439	315629.8124	0.9820395226	167768.7955
1304	0.2254462674	315566.1948	0.982046762	167760.5362
1305	0.2254359601	315443.2212	0.9820607517	167708.0032
1306	0.2254017059	315249.9001	0.9820827333	167647.986
1307	0.2252767457	315124.3794	0.9820969984	167534.1703
1308	0.2252606141	314979.132	0.9821134984	167422.9045
1309	0.2251714046	314875.3625	0.9821252818	167381.5156
1310	0.2251414905	314775.7567	0.9821365888	167329.3161
1311	0.2251129879	314684.8077	0.9821469099	167292.925
1312	0.225105622	314544.3831	0.9821628399	167250.2605
1313	0.2251069271	314536.1065	0.9821637786	167248.7099
1314	0.225064345	314469.1154	0.9821713754	167211.5338
1315	0.2250271282	314413.1383	0.982177722	167190.8852
1316	0.2250059428	314276.6811	0.9821931886	167116.5092
1317	0.2248891806	314214.1859	0.9822002698	167093.7677
1318	0.2248617533	314128.2479	0.982210005	167058.763
1319	0.2248627538	314120.1615	0.9822109209	167057.1912
1320	0.2248144691	313950.2867	0.9822301562	167023.2899
1321	0.2247819609	313815.2894	0.9822454348	166997.3274
1322	0.2246913378	313708.8018	0.9822574822	166877.5554
1323	0.2246365234	313611.5742	0.9822684783	166815.7869
1324	0.2246171223	313442.4826	0.982287594	166727.963
1325	0.224357759	313338.9984	0.9822992877	166618.7573
1326	0.2243255751	313215.5332	0.9823132342	166567.6699
1327	0.2243265758	313207.6975	0.9823141191	166566.1259
1328	0.2243189094	313025.5775	0.9823346806	166527.6972
1329	0.2243215414	313010.9849	0.9823363276	166525.3982
1330	0.2241471996	312911.9027	0.9823475086	166450.932
1331	0.224147981	312904.3468	0.9823483611	166449.3859
1332	0.2241415997	312771.1424	0.9823633866	166409.0942
1333	0.2240232175	312669.4099	0.9823748578	166333.8891
1334	0.223877934	312508.0388	0.982393046	166280.5737
1335	0.2238771618	312502.4425	0.9823936766	166279.7297
1336	0.2238742162	312491.3948	0.9823949214	166276.6512
1337	0.2238713568	312480.5459	0.9823961438	166273.6206
1338	0.2236539077	312361.3303	0.9824095735	166200.0144
1339	0.223530078	312319.1267	0.9824143265	166179.4262
1340	0.2235275513	312308.4953	0.9824155237	166176.4554
1341	0.2234653288	312231.3501	0.9824242099	166154.9234
1342	0.2234069902	312140.6861	0.9824344156	166122.1216
1343	0.2231568466	311994.0202	0.9824509188	166038.7912
1344	0.2230438531	311890.0231	0.9824626161	165973.4666
1345	0.2230376058	311829.7494	0.9824693938	165959.8359
1346	0.2229304321	311702.44	0.9824837052	165894.1578
1347	0.222872362	311559.1818	0.9824998024	165873.9399
1348	0.2228669624	311500.5329	0.9825063904	165861.1083
1349	0.222868111	311448.575	0.9825122257	165857.2098
1350	0.2227957662	311318.3836	0.9825268431	165811.1001
1351	0.222808425	311177.4101	0.9825426642	165750.5583
1352	0.2227489896	311084.3653	0.9825531024	165712.7156
1353	0.2226618088	311052.9709	0.9825566237	165693.8498
1354	0.222578321	311022.4563	0.9825600459	165675.7343
1355	0.2225295836	310853.2521	0.9825790163	165630.2518
1356	0.2225487989	310792.8973	0.9825857805	165623.0654
1357	0.2224427295	310691.7392	0.9825971148	165589.9748
1358	0.2224404003	310626.53	0.9826044192	165559.5292
1359	0.2224343873	310524.9119	0.9826157989	165521.6657
1360	0.2224358803	310328.7533	0.9826377552	165493.1578
1361	0.222351532	310165.4293	0.9826560256	165429.9307
1362	0.2223156391	310027.9705	0.9826713952	165401.9466
1363	0.2223217176	309919.72	0.9826834941	165379.7872
1364	0.2223327118	309747.4826	0.982702736	165362.4874
1365	0.2221825709	309691.2011	0.9827090213	165317.2973
1366	0.2221250129	309611.8302	0.9827178832	165281.4049
1367	0.2221069737	309531.0424	0.982726901	165237.6383
1368	0.2221091439	309517.36	0.982728428	165235.4883
1369	0.2221104805	309507.913	0.9827294823	165232.6704
1370	0.2220382103	309420.4905	0.9827392373	165207.8714
1371	0.2220423637	309335.2328	0.982748748	165183.0253
1372	0.2220459533	309205.7775	0.9827631841	165152.4645
1373	0.2218423917	309120.6544	0.9827726733	165088.3598
1374	0.2218021328	309008.2931	0.9827851948	165043.0173
1375	0.2218098751	308846.2042	0.9828032499	164998.4317
1376	0.2216554395	308700.9608	0.9828194206	164936.3467
1377	0.2216071593	308572.1457	0.9828337559	164885.2484
1378	0.2215545672	308469.8898	0.9828451313	164837.4249
1379	0.2215522593	308459.9048	0.9828462418	164834.5394
1380	0.2215535118	308409.9034	0.9828518026	164830.68
1381	0.2215376451	308371.7134	0.9828560492	164814.851
1382	0.2215322095	308261.4641	0.9828683057	164766.7874
1383	0.2213964757	308148.3432	0.9828808768	164737.3671
1384	0.2211963083	308045.2131	0.9828923336	164671.7098
1385	0.2211265154	308017.0717	0.9828954592	164655.8863
1386	0.2210825903	307950.2584	0.9829028789	164631.4574
1387	0.2208657135	307828.622	0.9829163825	164506.2179
1388	0.2208487543	307762.649	0.9829237043	164495.5943
1389	0.220833073	307669.4698	0.9829340429	164465.5459
1390	0.2207998293	307543.3821	0.9829480278	164440.3605
1391	0.220788608	307441.0222	0.9829593768	164420.4442
1392	0.2207040396	307370.0495	0.9829672435	164388.9665
1393	0.2206465979	307255.1147	0.9829799793	164354.484
1394	0.2206485585	307208.0093	0.9829851976	164350.5952
1395	0.2206345499	307091.3124	0.9829981217	164286.4857
1396	0.2205400331	306995.349	0.9830087459	164216.7503
1397	0.2205133582	306911.7922	0.9830179939	164155.87
1398	0.2204732196	306887.1742	0.9830207181	164150.5565
1399	0.2204693479	306877.6033	0.9830217771	164147.7237
1400	0.2203767903	306773.5468	0.9830332892	164112.4955
1401	0.2203363125	306615.2071	0.9830507992	164047.1947
1402	0.2203203482	306553.7599	0.983057592	164013.8575
1403	0.2201614817	306401.6329	0.9830744031	163911.7896
1404	0.2200781323	306311.3893	0.9830843717	163878.6224
1405	0.2199440175	306259.2932	0.9830901251	163839.9321
1406	0.2199438843	306158.2187	0.9831012848	163797.3846
1407	0.2199439238	305961.9079	0.983122949	163746.2552
1408	0.2199404793	305952.4237	0.9831239953	163743.4118
1409	0.2197693523	305850.9669	0.9831351859	163684.5967
1410	0.2196259175	305708.4421	0.9831509001	163549.4508
1411	0.21961336	305671.0372	0.9831550229	163534.0806
1412	0.2193164567	305582.0795	0.9831648261	163456.7229
1413	0.2193074267	305494.8128	0.9831744402	163429.1219
1414	0.2193456846	305381.7286	0.9831868944	163391.0413
1415	0.2192900507	305263.0594	0.9831999588	163347.0542
1416	0.2192590054	305211.1081	0.9832056765	163323.5623
1417	0.2192134414	305088.2417	0.9832191953	163289.5849
1418	0.2190311878	304983.2717	0.9832307407	163227.6954
1419	0.219015465	304884.2348	0.9832416298	163202.0102
1420	0.2188588978	304670.1812	0.9832651531	163068.0883
1421	0.2187205208	304619.2338	0.9832707495	163028.1876
1422	0.21872374	304579.7203	0.9832750892	163017.3579
1423	0.2186718617	304523.2822	0.9832812868	162999.9166
1424	0.2185100578	304387.0938	0.9832962373	162905.7177
1425	0.2183757041	304256.6393	0.9833105521	162851.1792
1426	0.2183754929	304153.2697	0.9833218905	162815.2715
1427	0.2182918137	304041.0374	0.9833341966	162772.3663
1428	0.2182664328	303961.5826	0.983342906	162710.9075
1429	0.218196778	303924.2448	0.983346998	162695.0301
1430	0.2181625521	303861.0822	0.983353919	162665.7106
1431	0.2181742172	303724.2406	0.9833689085	162637.1488
1432	0.2181798025	303646.206	0.9833774533	162623.3013
1433	0.2181561876	303521.1475	0.9833911427	162588.4001
1434	0.2180696716	303484.7289	0.9833951282	162573.5807
1435	0.2180710761	303385.7141	0.9834059614	162539.6464
1436	0.2179549267	303335.3429	0.9834114712	162513.8951
1437	0.2178400189	303254.3344	0.9834203302	162465.104
1438	0.2178612783	303186.6187	0.9834277338	162445.6328
1439	0.2177313267	302985.7344	0.9834496873	162327.5083
1440	0.2177487633	302896.022	0.9834594867	162292.485
1441	0.2176604306	302806.2947	0.9834692849	162261.9947
1442	0.2175074434	302673.0637	0.9834838283	162136.7741
1443	0.2175099896	302576.7059	0.9834943427	162104.2937
1444	0.2175121371	302471.5807	0.9835058099	162059.8719
1445	0.2175072213	302364.3131	0.9835175068	161981.7359
1446	0.2173650934	302273.3697	0.9835274203	161917.4642
1447	0.2173708699	302188.1522	0.9835367069	161866.4521
1448	0.2173301541	302101.2046	0.9835461794	161838.1418
1449	0.2171989614	302000.8204	0.9835571124	161783.7717
1450	0.2170598039	301907.3927	0.9835672844	161761.8744
1451	0.2169366705	301821.2701	0.9835766583	161699.494
1452	0.2169020726	301772.7177	0.9835819418	161665.8987
1453	0.2167576787	301647.4116	0.9835955736	161547.6365
1454	0.2166121332	301596.589	0.9836011009	161517.2536
1455	0.2166111279	301593.2426	0.9836014648	161516.425
1456	0.2166106968	301574.0542	0.9836035514	161512.986
1457	0.2166117819	301393.0304	0.9836232299	161464.4131
1458	0.216613404	301290.0561	0.9836344186	161411.998
1459	0.216612007	301286.7796	0.9836347745	161411.1839
1460	0.2164529366	301166.7876	0.9836478073	161365.6825
1461	0.2163234993	301072.4923	0.9836580455	161311.9029
1462	0.2161133161	300943.0421	0.9836720953	161159.4122
1463	0.2160614867	300834.76	0.9836838431	161119.2881
1464	0.2159356553	300786.9832	0.9836890251	161082.8014
1465	0.2159441233	300663.4246	0.983702423	161048.4582
1466	0.2159475406	300601.7078	0.983709113	161025.0745
1467	0.2159469462	300598.5616	0.9837094541	161024.0765
1468	0.2159460991	300580.0271	0.9837114629	161020.6367
1469	0.2158410008	300466.2657	0.9837237901	160955.1621
1470	0.2157398245	300421.2436	0.9837286674	160933.6005
1471	0.2157394042	300404.8345	0.9837304449	160931.126
1472	0.2155953366	300292.0101	0.9837426634	160891.4084
1473	0.2155399497	300176.8238	0.9837551331	160845.7176
1474	0.2155469024	300043.5277	0.9837695572	160805.2046
1475	0.2155461331	300033.7668	0.9837706132	160803.2871
1476	0.215540474	299955.189	0.9837791129	160778.8079
1477	0.2155397649	299945.673	0.9837801421	160776.9196
1478	0.2155389649	299942.4674	0.9837804888	160775.7371
1479	0.2154755043	299806.213	0.9837952215	160703.5837
1480	0.2153353687	299704.0461	0.983806264	160651.0927
1481	0.2153468409	299645.1653	0.9838126263	160639.9347
1482	0.2153122289	299539.6326	0.9838240264	160609.8203
1483	0.2153160119	299480.6848	0.9838303925	160588.1472
1484	0.2153072879	299366.3279	0.9838427389	160548.6987
1485	0.2153061364	299349.7381	0.9838445296	160545.3671
1486	0.2152478139	299221.0237	0.9838584197	160478.6775
1487	0.2151409956	299139.358	0.9838672294	160454.1108
1488	0.2149870112	299057.8723	0.9838760174	160398.0867
1489	0.2148904631	298961.3269	0.9838864264	160369.4395
1490	0.2148855742	298908.6491	0.9838921044	160357.6614
1491	0.2148934546	298836.6991	0.9838998581	160338.8679
1492	0.2148788437	298653.1049	0.9839196347	160279.8752
1493	0.2146851448	298573.1592	0.9839282426	160224.6177
1494	0.2146872706	298497.2382	0.9839364149	160210.5466
1495	0.2145920839	298380.8612	0.9839489381	160108.5537
1496	0.2146032553	298255.5178	0.9839624207	160081.7367
1497	0.2144643078	298145.2599	0.9839742759	159957.1529
1498	0.2144457148	298006.491	0.9839891905	159936.919
1499	0.2143748153	297896.0833	0.9840010519	159900.4841
1500	0.2143364436	297758.7414	0.9840158008	159864.013
1501	0.2143526166	297675.7842	0.9840247061	159830.9105
1502	0.214237424	297528.2694	0.9840405355	159717.5553
1503	0.2142370105	297522.1166	0.9840411956	159715.9309
1504	0.2142366082	297516.0979	0.9840418412	159714.3311
1505	0.2141794807	297359.7355	0.9840586107	159655.9301
1506	0.2139961519	297262.6334	0.9840690203	159585.7907
1507	0.2140336223	297236.112	0.9840718628	159575.9423
1508	0.2139845624	297117.2161	0.984084603	159515.8822
1509	0.2139814075	297014.4189	0.9840956139	159462.0241
1510	0.2138638966	296927.6827	0.9841049016	159412.7059
1511	0.2137493045	296821.1527	0.9841163051	159351.3403
1512	0.2136557986	296754.1096	0.9841234796	159270.5024
1513	0.2136146753	296702.7877	0.9841289706	159252.2264
1514	0.2135931518	296650.736	0.9841345387	159227.0974
1515	0.2134392004	296545.2117	0.984145824	159113.2519
1516	0.213347596	296459.5201	0.9841549853	159083.5502
1517	0.2133477822	296375.363	0.98416398	159067.3923
1518	0.2133671403	296316.633	0.9841702556	159050.7713
1519	0.2133672619	296313.9303	0.9841705443	159050.0431
1520	0.2132439179	296244.6625	0.9841779442	159007.0828
1521	0.2132259907	296178.2142	0.9841850413	158959.0452
1522	0.2131421687	296136.2991	0.9841895172	158940.9449
1523	0.213121556	296012.7368	0.9842027082	158896.7133
1524	0.2130654757	295769.5785	0.9842286508	158791.0764
1525	0.2129799889	295686.883	0.9842374687	158762.5243
1526	0.212994264	295553.9514	0.9842516382	158698.5367
1527	0.2129906226	295543.691	0.9842527317	158693.1538
1528	0.2129903093	295530.9676	0.9842540875	158686.0376
1529	0.21295216	295429.0377	0.9842649473	158590.5523
1530	0.2129295776	295336.2753	0.9842748271	158566.2973
1531	0.212866932	295310.3118	0.9842775918	158555.2964
1532	0.212880894	295256.2885	0.9842833437	158544.5967
1533	0.2128167662	295192.5373	0.98429013	158519.5855
1534	0.2128170872	295185.8478	0.984290842	158517.8409
1535	0.2127979012	295069.1551	0.9843032598	158476.2038
1536	0.2126878573	294992.5369	0.9843114105	158423.9289
1537	0.2126859594	294899.4012	0.9843213154	158394.955
1538	0.2127002858	294789.9727	0.984332949	158346.5524
1539	0.2126626095	294656.3786	0.9843471459	158325.5155
1540	0.212629594	294559.791	0.9843574062	158235.1737
1541	0.2126349185	294468.561	0.9843670942	158216.0485
1542	0.2126382183	294420.1522	0.9843722337	158194.1807
1543	0.2125563546	294339.4741	0.9843807973	158141.5472
1544	0.2124437653	294256.7145	0.9843895794	158052.1081
1545	0.2123893395	294169.2685	0.9843988561	158031.8655
1546	0.2123941572	294082.2716	0.9844080824	158013.3016
1547	0.2123697603	293961.3359	0.9844209035	157996.8523
1548	0.2123755855	293893.5296	0.9844280897	157975.9034
1549	0.2123369399	293773.2362	0.9844408346	157957.3228
1550	0.212190278	293637.2271	0.9844552382	157901.3777
1551	0.212196568	293572.1062	0.9844621323	157881.8502
1552	0.2121666882	293468.5066	0.9844730968	157844.3476
1553	0.2120407001	293394.4267	0.9844809346	157750.8109
1554	0.2119756164	293349.8386	0.9844856512	157733.1379
1555	0.2119742939	293275.7106	0.984493491	157710.3229
1556	0.2119666387	293187.6374	0.9845028031	157683.6987
1557	0.2119597529	293094.475	0.9845126502	157653.4364
1558	0.21196438	293012.9103	0.9845212689	157636.4618
1559	0.2119207978	292949.0036	0.9845280201	157611.4491
1560	0.2119161369	292911.6619	0.9845319642	157598.2
1561	0.2119075621	292849.2917	0.9845385508	157583.1562
1562	0.2118184299	292763.0318	0.9845476579	157559.1227
1563	0.2118146224	292717.3458	0.9845524802	157548.9175
1564	0.2118024577	292553.0762	0.9845698133	157495.6273
1565	0.2117972534	292517.3401	0.9845735827	157482.1335
1566	0.2117949313	292379.0313	0.9845881672	157445.4869
1567	0.2118026238	292289.4348	0.9845976114	157419.0932
1568	0.2118317241	292150.9225	0.9846122059	157383.1137
1569	0.2118316831	292142.7405	0.9846130678	157381.3679
1570	0.2117470933	292043.1787	0.9846235537	157361.1058
1571	0.2115710156	291968.7614	0.984631389	157271.1515
1572	0.2114910609	291888.8676	0.9846397987	157245.0166
1573	0.2114542805	291851.8404	0.9846436955	157225.9872
1574	0.2114406108	291787.0108	0.984650517	157193.0037
1575	0.2113747914	291743.7165	0.9846550717	157159.5562
1576	0.2113770757	291662.2541	0.9846636399	157139.3969
1577	0.2113708055	291581.7756	0.9846721022	157123.9149
1578	0.2113676623	291572.6135	0.9846730655	157119.2674
1579	0.2112646174	291483.2287	0.9846824613	157091.5663
1580	0.2109822302	291415.2089	0.9846896094	157045.4657
1581	0.2108832218	291288.8623	0.9847028825	157007.2313
1582	0.2108639586	291180.2716	0.9847142858	156968.9201
1583	0.2108391321	291146.0884	0.9847178745	156954.4803
1584	0.2108418551	291003.6571	0.9847328231	156937.115
1585	0.2108445158	290925.5351	0.9847410192	156918.457
1586	0.210768694	290751.5695	0.9847592627	156822.0131
1587	0.2107709386	290613.152	0.9847737705	156804.9248
1588	0.2107527379	290533.073	0.9847821605	156786.3886
1589	0.2107056524	290422.7926	0.9847937111	156772.5936
1590	0.2106836515	290301.29	0.984806432	156705.0223
1591	0.2105737443	290207.9067	0.9848162053	156652.7406
1592	0.2105664683	290159.5857	0.9848212612	156631.5097
1593	0.2105667805	290056.3167	0.9848320636	156611.8706
1594	0.2105755534	290006.1251	0.9848373125	156600.8246
1595	0.2105631407	289884.715	0.9848500055	156584.8541
1596	0.2105750026	289786.1546	0.9848603057	156573.7643
1597	0.2105762138	289706.2492	0.9848686537	156552.7471
1598	0.2105616619	289692.5095	0.984870089	156547.9201
1599	0.2105466628	289563.1461	0.9848835986	156524.8636
1600	0.2104763869	289400.3843	0.9849005875	156437.2821
1601	0.2104467965	289292.1273	0.984911882	156407.2586
1602	0.2104667344	289219.0498	0.9849195038	156376.6436
1603	0.2103038228	289137.232	0.9849280349	156315.1642
1604	0.210290619	289084.3413	0.9849335485	156308.5806
1605	0.2102939475	288994.2355	0.9849429392	156262.5388
1606	0.2102588791	288894.8568	0.984953293	156227.4766
1607	0.2102701027	288849.9235	0.9849579733	156217.9866
1608	0.2102294568	288777.1863	0.984965548	156193.1197
1609	0.2101510512	288692.7231	0.9849743414	156145.9172
1610	0.2101343144	288613.7155	0.9849825645	156125.1583
1611	0.2101290377	288606.2128	0.9849833453	156122.7733
1612	0.2100802447	288392.7069	0.9850055552	156030.8108
1613	0.2100536138	288290.0666	0.9850162265	156003.5849
1614	0.2100518048	288281.7336	0.9850170927	155999.4657
1615	0.2100129397	288173.8332	0.9850283064	155970.9564
1616	0.2100076275	288128.2379	0.9850330438	155943.9274
1617	0.2099932891	288052.4066	0.9850409209	155924.5425
1618	0.2099873714	288007.6971	0.9850455642	155899.2836
1619	0.2099876201	287955.6064	0.9850509732	155862.8614
1620	0.2099880579	287953.0414	0.9850512395	155862.1491
1621	0.2099868437	287945.215	0.9850520521	155858.6084
1622	0.2099584362	287846.6869	0.9850622801	155838.5639
1623	0.2099465997	287752.0319	0.9850721026	155788.9289
1624	0.2099551084	287671.3274	0.985080475	155755.8256
1625	0.2099289091	287582.6908	0.9850896675	155675.1966
1626	0.2096054152	287503.2671	0.9850979021	155607.8142
1627	0.2095257616	287453.707	0.9851030394	155591.5273
1628	0.2095254738	287451.2166	0.9851032975	155590.8205
1629	0.2095054871	287343.9442	0.9851144139	155577.7513
1630	0.2094694448	287269.7822	0.9851220967	155560.6845
1631	0.2094373775	287217.1721	0.9851275456	155535.316
1632	0.209437138	287214.7264	0.9851277989	155534.6094
1633	0.209429598	287132.8621	0.9851362757	155509.2977
1634	0.2093481918	287046.6743	0.9851451975	155471.62
1635	0.2091674274	286944.7479	0.9851557451	155411.401
1636	0.2091611654	286867.3056	0.9851637565	155387.6142
1637	0.2091449912	286768.8147	0.9851739423	155359.4864
1638	0.2091517785	286692.4364	0.9851818389	155344.8452
1639	0.2091054943	286568.6341	0.9851946339	155247.9817
1640	0.2090547208	286526.5156	0.9851989857	155231.7529
1641	0.2090176479	286450.3095	0.9852068577	155214.1295
1642	0.2089724094	286390.1275	0.985213073	155143.8586
1643	0.2089797291	286310.2048	0.985221325	155122.1691
1644	0.2089593297	286207.7628	0.9852318988	155108.154
1645	0.208898422	286155.9005	0.9852372504	155088.1463
1646	0.2088875028	286085.6931	0.9852444935	155070.9088
1647	0.2088565946	285991.2972	0.9852542292	155021.0974
1648	0.2088253484	285880.2138	0.985265682	154992.3606
1649	0.2087693027	285793.5352	0.9852746155	154961.7553
1650	0.2087513465	285744.11	0.9852797083	154940.0783
1651	0.2087250143	285644.1528	0.9852900052	154927.6154
1652	0.2085579023	285569.1659	0.9852977275	154869.5074
1653	0.2085664164	285484.859	0.9853064071	154827.9596
1654	0.2085092906	285435.4965	0.9853114879	154808.8387
1655	0.2085010746	285368.2492	0.9853184082	154792.859
1656	0.2084632914	285298.2601	0.9853256089	154772.0526
1657	0.2083564931	285232.6007	0.9853323626	154700.2747
1658	0.2082502087	285167.1856	0.9853390895	154657.3757
1659	0.2081888882	285095.289	0.9853464812	154610.4644
1660	0.2081768956	284988.2183	0.9853574858	154596.0502
1661	0.2081625574	284874.0444	0.9853692158	154575.3843
1662	0.2081923094	284851.8761	0.9853714928	154567.687
1663	0.2081123504	284780.7323	0.985378799	154511.7428
1664	0.208113196	284725.6026	0.9853844594	154492.3877
1665	0.2081270044	284614.7445	0.9853958383	154431.5182
