iter	Passed	Remaining
1676	7918	15690
1677	7922	15684
1678	7927	15680
1679	7932	15675
1680	7936	15670
1681	7940	15664
1682	7945	15659
1683	7950	15654
1684	7956	15653
1685	7961	15649
1686	7967	15646
1687	7975	15647
1688	7980	15644
1689	7986	15641
1690	7992	15640
1691	7998	15637
1692	8006	15638
1693	8011	15634
1694	8017	15632
1695	8024	15632
1696	8028	15627
1697	8038	15632
1698	8042	15625
1699	8047	15621
1700	8055	15623
1701	8062	15621
1702	8068	15620
1703	8074	15618
1704	8080	15615
1705	8087	15616
1706	8092	15612
1707	8098	15609
1708	8106	15610
1709	8110	15604
1710	8120	15608
1711	8125	15604
1712	8129	15599
1713	8133	15593
1714	8139	15589
1715	8144	15586
1716	8149	15582
1717	8154	15577
1718	8160	15575
1719	8165	15570
1720	8169	15565
1721	8174	15560
1722	8178	15555
1723	8184	15551
1724	8188	15545
1725	8193	15542
1726	8198	15538
1727	8203	15533
1728	8208	15528
1729	8212	15523
1730	8216	15517
1731	8223	15515
1732	8228	15511
1733	8233	15507
1734	8237	15501
1735	8241	15495
1736	8245	15489
1737	8251	15487
1738	8255	15481
1739	8260	15476
1740	8265	15472
1741	8274	15474
1742	8279	15470
1743	8284	15466
1744	8288	15461
1745	8292	15455
1746	8296	15449
1747	8301	15444
1748	8305	15438
1749	8309	15432
1750	8317	15433
1751	8322	15428
1752	8326	15422
1753	8331	15417
1754	8335	15411
1755	8339	15405
1756	8344	15401
1757	8347	15394
1758	8353	15391
1759	8357	15385
1760	8362	15381
1761	8367	15375
1762	8372	15371
1763	8376	15365
1764	8382	15364
1765	8386	15358
1766	8391	15353
1767	8395	15347
1768	8401	15344
1769	8405	15338
1770	8409	15333
1771	8413	15327
1772	8418	15321
1773	8422	15316
1774	8426	15310
1775	8432	15307
1776	8436	15302
1777	8441	15296
1778	8446	15292
1779	8449	15285
1780	8453	15279
1781	8457	15273
1782	8461	15267
1783	8468	15265
1784	8472	15260
1785	8477	15255
1786	8482	15250
1787	8485	15244
1788	8490	15238
1789	8496	15236
1790	8500	15230
1791	8504	15224
1792	8509	15220
1793	8514	15215
1794	8519	15212
1795	8525	15210
1796	8530	15204
1797	8534	15198
1798	8539	15194
1799	8543	15188
1800	8548	15184
1801	8555	15182
1802	8560	15179
1803	8566	15176
1804	8570	15170
1805	8575	15165
1806	8579	15159
1807	8582	15152
1808	8588	15149
1809	8592	15143
1810	8596	15138
1811	8601	15133
1812	8605	15127
1813	8611	15124
1814	8615	15118
1815	8619	15113
1816	8624	15108
1817	8628	15102
1818	8632	15096
1819	8637	15091
1820	8641	15086
1821	8646	15081
1822	8651	15077
1823	8655	15071
1824	8661	15069
1825	8668	15067
1826	8673	15062
1827	8677	15057
1828	8682	15052
1829	8686	15046
1830	8691	15042
1831	8696	15037
1832	8700	15032
1833	8704	15025
1834	8710	15023
1835	8714	15017
1836	8718	15011
1837	8723	15007
1838	8728	15002
1839	8732	14996
1840	8736	14991
1841	8740	14985
1842	8745	14980
1843	8750	14976
1844	8755	14971
1845	8760	14967
1846	8764	14961
1847	8768	14956
1848	8772	14949
1849	8776	14943
1850	8780	14937
1851	8784	14932
1852	8789	14927
1853	8794	14922
1854	8798	14916
1855	8802	14911
1856	8807	14906
1857	8812	14902
1858	8819	14901
1859	8823	14895
1860	8828	14891
1861	8833	14886
1862	8838	14882
1863	8842	14876
1864	8847	14872
1865	8852	14867
1866	8856	14862
1867	8860	14856
1868	8865	14851
1869	8869	14845
1870	8873	14839
1871	8880	14838
1872	8884	14832
1873	8888	14827
1874	8894	14823
1875	8899	14819
1876	8903	14813
1877	8907	14807
1878	8912	14803
1879	8916	14797
1880	8920	14791
1881	8926	14788
1882	8932	14785
1883	8936	14779
1884	8941	14775
1885	8945	14769
1886	8950	14765
1887	8953	14758
1888	8958	14753
1889	8962	14748
1890	8967	14742
1891	8971	14737
1892	8976	14733
1893	8980	14726
1894	8984	14721
1895	8988	14715
1896	8993	14710
1897	8997	14705
1898	9003	14701
1899	9008	14698
1900	9013	14694
1901	9017	14688
1902	9022	14683
1903	9026	14678
1904	9030	14671
1905	9035	14666
1906	9038	14660
1907	9042	14653
1908	9046	14647
1909	9050	14641
1910	9055	14637
1911	9059	14632
1912	9064	14627
1913	9069	14622
1914	9073	14617
1915	9078	14613
1916	9083	14607
1917	9087	14602
1918	9091	14596
1919	9095	14590
1920	9100	14586
1921	9104	14581
1922	9109	14575
1923	9112	14569
1924	9117	14563
1925	9121	14559
1926	9126	14553
1927	9131	14549
1928	9135	14544
1929	9140	14539
1930	9144	14534
1931	9149	14529
1932	9154	14525
1933	9160	14522
1934	9165	14518
1935	9170	14513
1936	9174	14508
1937	9179	14503
1938	9186	14501
1939	9190	14497
1940	9195	14492
1941	9200	14487
1942	9204	14482
1943	9209	14477
1944	9215	14474
1945	9219	14468
1946	9223	14463
1947	9228	14457
1948	9233	14453
1949	9237	14449
1950	9242	14444
1951	9246	14438
1952	9251	14433
1953	9258	14431
1954	9262	14426
1955	9265	14420
1956	9271	14416
1957	9275	14411
1958	9279	14405
1959	9285	14402
1960	9290	14397
1961	9294	14391
1962	9300	14388
1963	9304	14382
1964	9309	14378
1965	9315	14375
1966	9319	14370
1967	9323	14364
1968	9328	14359
1969	9332	14353
1970	9336	14347
1971	9340	14342
1972	9345	14338
1973	9349	14331
1974	9355	14329
1975	9359	14323
1976	9362	14316
1977	9367	14312
1978	9372	14307
1979	9376	14301
1980	9380	14295
1981	9384	14290
1982	9389	14285
1983	9394	14280
1984	9398	14275
1985	9402	14269
1986	9406	14263
1987	9412	14260
1988	9416	14254
1989	9420	14249
1990	9425	14244
1991	9429	14239
1992	9434	14234
1993	9444	14237
1994	9448	14232
1995	9454	14228
1996	9458	14223
1997	9463	14219
1998	9469	14215
1999	9473	14209
2000	9477	14204
2001	9481	14199
2002	9486	14193
2003	9490	14188
2004	9495	14183
2005	9499	14178
2006	9503	14172
2007	9508	14168
2008	9513	14164
2009	9517	14158
2010	9522	14153
2011	9526	14148
2012	9531	14143
2013	9536	14138
2014	9541	14134
2015	9546	14130
2016	9552	14126
2017	9558	14124
2018	9563	14120
2019	9568	14115
2020	9573	14110
2021	9578	14106
2022	9582	14101
2023	9586	14095
2024	9590	14090
2025	9596	14087
2026	9600	14081
2027	9605	14076
2028	9610	14071
2029	9613	14065
2030	9617	14059
2031	9622	14055
2032	9628	14051
2033	9632	14045
2034	9636	14040
2035	9641	14036
2036	9646	14031
2037	9649	14025
2038	9655	14021
2039	9660	14016
2040	9664	14010
2041	9669	14006
2042	9673	14000
2043	9677	13995
2044	9683	13992
2045	9688	13988
2046	9692	13982
2047	9696	13976
2048	9700	13971
2049	9706	13967
2050	9710	13962
2051	9716	13959
2052	9720	13953
2053	9724	13947
2054	9730	13944
2055	9736	13941
2056	9740	13935
2057	9744	13930
2058	9749	13925
2059	9753	13919
2060	9756	13912
2061	9762	13910
2062	9767	13905
2063	9773	13902
2064	9777	13897
2065	9782	13891
2066	9786	13886
2067	9790	13881
2068	9795	13876
2069	9800	13871
2070	9804	13866
2071	9809	13861
2072	9814	13857
2073	9818	13852
2074	9823	13847
2075	9827	13842
2076	9833	13839
2077	9838	13834
2078	9843	13830
2079	9848	13826
2080	9853	13821
2081	9858	13817
2082	9862	13811
2083	9867	13806
2084	9872	13802
2085	9876	13797
2086	9881	13791
2087	9885	13786
2088	9889	13781
2089	9894	13776
2090	9902	13776
2091	9906	13770
2092	9910	13765
2093	9915	13761
2094	9919	13755
2095	9925	13751
2096	9929	13746
2097	9933	13740
2098	9939	13736
2099	9947	13736
2100	9951	13731
2101	9955	13726
2102	9964	13726
2103	9969	13721
2104	9973	13717
2105	9979	13713
2106	9985	13710
2107	9993	13710
2108	9998	13705
2109	10003	13701
2110	10007	13695
2111	10011	13690
2112	10015	13684
2113	10020	13679
2114	10024	13674
2115	10029	13669
2116	10034	13665
2117	10038	13659
2118	10043	13654
2119	10050	13653
2120	10055	13648
2121	10060	13644
2122	10064	13638
2123	10068	13633
2124	10072	13627
2125	10078	13624
2126	10083	13620
2127	10087	13614
2128	10092	13609
2129	10096	13604
2130	10100	13598
2131	10105	13593
2132	10111	13590
2133	10115	13585
2134	10120	13581
2135	10125	13576
2136	10130	13572
2137	10136	13568
2138	10141	13564
2139	10145	13559
2140	10151	13555
2141	10158	13554
2142	10162	13548
2143	10168	13545
2144	10173	13541
2145	10178	13536
2146	10182	13531
2147	10187	13526
2148	10191	13521
2149	10196	13516
2150	10200	13510
2151	10204	13505
2152	10209	13500
2153	10214	13495
2154	10218	13490
2155	10222	13485
2156	10226	13479
2157	10233	13477
2158	10237	13471
2159	10241	13466
2160	10246	13460
2161	10250	13455
2162	10254	13449
2163	10259	13445
2164	10263	13439
2165	10268	13435
2166	10273	13430
2167	10278	13426
2168	10282	13420
2169	10287	13416
2170	10291	13411
2171	10296	13406
2172	10301	13401
2173	10305	13395
2174	10310	13391
2175	10314	13386
2176	10319	13381
2177	10324	13376
2178	10328	13372
2179	10333	13367
2180	10338	13363
2181	10344	13359
2182	10348	13354
2183	10352	13348
2184	10357	13343
2185	10361	13338
2186	10365	13332
2187	10369	13327
2188	10374	13322
2189	10378	13317
2190	10382	13311
2191	10387	13306
2192	10390	13300
2193	10396	13297
2194	10401	13292
2195	10405	13287
2196	10410	13281
2197	10415	13277
2198	10419	13271
2199	10425	13268
2200	10429	13263
2201	10434	13258
2202	10439	13254
2203	10444	13250
2204	10452	13249
2205	10457	13245
2206	10462	13239
2207	10466	13235
2208	10470	13228
2209	10476	13225
2210	10480	13220
2211	10485	13215
2212	10489	13210
2213	10493	13205
2214	10498	13200
2215	10503	13195
2216	10506	13189
2217	10510	13183
2218	10514	13177
2219	10520	13173
2220	10524	13169
2221	10529	13163
2222	10533	13158
2223	10538	13153
2224	10543	13149
2225	10548	13145
2226	10553	13140
2227	10557	13135
2228	10562	13131
2229	10566	13125
2230	10572	13121
2231	10579	13120
2232	10585	13117
2233	10591	13113
2234	10595	13107
2235	10600	13104
2236	10605	13099
2237	10610	13094
2238	10615	13090
2239	10620	13085
2240	10624	13080
2241	10629	13075
2242	10634	13071
2243	10638	13066
2244	10642	13060
2245	10646	13054
2246	10652	13051
2247	10656	13046
2248	10661	13040
2249	10665	13035
2250	10669	13030
2251	10673	13024
2252	10678	13020
2253	10683	13016
2254	10689	13011
2255	10693	13006
2256	10698	13002
2257	10703	12997
2258	10707	12991
2259	10711	12986
2260	10715	12980
2261	10719	12974
2262	10724	12970
2263	10729	12965
2264	10734	12961
2265	10738	12956
2266	10742	12950
2267	10747	12945
2268	10751	12940
2269	10755	12934
2270	10759	12929
2271	10764	12924
2272	10770	12921
2273	10775	12916
2274	10779	12911
2275	10783	12906
2276	10787	12900
2277	10792	12895
2278	10796	12890
2279	10800	12885
2280	10806	12881
2281	10810	12876
2282	10815	12871
2283	10820	12867
2284	10824	12861
2285	10828	12855
2286	10833	12851
2287	10839	12848
2288	10844	12843
2289	10848	12838
2290	10852	12832
2291	10857	12827
2292	10861	12823
2293	10866	12818
2294	10870	12812
2295	10875	12808
2296	10879	12802
2297	10884	12797
2298	10888	12792
2299	10896	12791
2300	10900	12786
2301	10904	12780
2302	10908	12775
2303	10912	12769
2304	10918	12766
2305	10926	12764
2306	10930	12758
2307	10936	12755
2308	10940	12750
2309	10945	12746
2310	10949	12741
2311	10954	12736
2312	10958	12731
2313	10963	12726
2314	10968	12721
2315	10972	12716
2316	10976	12710
2317	10981	12705
2318	10985	12700
2319	10989	12695
2320	10995	12691
2321	11002	12689
2322	11006	12684
2323	11011	12679
2324	11015	12673
2325	11019	12668
2326	11024	12663
2327	11029	12658
2328	11033	12653
2329	11039	12650
2330	11044	12646
2331	11049	12641
2332	11053	12636
2333	11058	12631
2334	11062	12625
2335	11067	12621
2336	11071	12616
2337	11075	12610
2338	11081	12607
2339	11085	12601
2340	11089	12596
2341	11094	12591
2342	11097	12584
2343	11101	12579
2344	11106	12574
2345	11110	12569
2346	11114	12564
2347	11119	12558
2348	11123	12553
2349	11126	12547
2350	11130	12541
2351	11134	12536
2352	11139	12531
2353	11144	12526
2354	11149	12522
2355	11154	12517
2356	11158	12512
2357	11162	12506
2358	11166	12501
2359	11170	12495
2360	11175	12491
2361	11180	12486
2362	11184	12481
2363	11188	12475
2364	11194	12472
2365	11199	12467
2366	11203	12462
2367	11208	12458
2368	11212	12452
2369	11217	12448
2370	11222	12443
2371	11230	12442
2372	11234	12437
2373	11239	12432
2374	11246	12430
2375	11254	12429
2376	11259	12425
2377	11263	12419
2378	11267	12414
2379	11272	12409
2380	11276	12403
2381	11280	12398
2382	11286	12394
2383	11290	12389
2384	11294	12384
2385	11299	12379
2386	11303	12373
2387	11307	12368
2388	11311	12362
2389	11318	12359
2390	11322	12354
2391	11325	12348
2392	11330	12343
2393	11336	12340
2394	11340	12334
2395	11344	12329
2396	11349	12324
2397	11354	12320
2398	11358	12314
2399	11363	12310
2400	11367	12305
2401	11372	12300
2402	11377	12295
2403	11382	12291
2404	11389	12289
2405	11394	12285
2406	11399	12279
2407	11403	12274
2408	11407	12269
2409	11413	12266
2410	11417	12260
2411	11422	12255
2412	11430	12255
2413	11435	12250
2414	11439	12245
2415	11444	12240
2416	11457	12244
2417	11462	12240
2418	11466	12234
2419	11471	12229
2420	11475	12224
2421	11480	12220
2422	11485	12215
2423	11489	12209
2424	11493	12204
2425	11498	12199
2426	11502	12194
2427	11508	12191
2428	11512	12186
2429	11517	12180
2430	11521	12175
2431	11525	12170
2432	11529	12164
2433	11534	12159
2434	11539	12155
2435	11543	12149
2436	11547	12144
2437	11551	12139
2438	11557	12135
2439	11563	12132
2440	11569	12128
2441	11573	12123
2442	11577	12117
2443	11582	12113
2444	11586	12107
2445	11590	12102
2446	11595	12097
2447	11599	12092
2448	11603	12086
2449	11609	12083
2450	11613	12078
2451	11618	12073
2452	11622	12067
2453	11626	12062
2454	11630	12057
2455	11635	12052
2456	11639	12046
2457	11643	12041
2458	11648	12036
2459	11653	12032
2460	11658	12027
2461	11663	12023
2462	11667	12018
2463	11672	12013
2464	11676	12007
2465	11680	12002
2466	11685	11997
2467	11690	11993
2468	11695	11988
2469	11700	11984
2470	11705	11979
2471	11710	11975
2472	11717	11973
2473	11723	11969
2474	11736	11973
2475	11747	11975
2476	11753	11971
2477	11767	11976
2478	11777	11977
2479	11785	11975
2480	11790	11971
2481	11802	11973
2482	11807	11969
2483	11814	11966
2484	11818	11961
2485	11824	11957
2486	11829	11953
2487	11835	11949
2488	11841	11945
2489	11846	11941
2490	11850	11936
2491	11856	11933
2492	11862	11929
2493	11868	11925
2494	11875	11923
2495	11880	11918
2496	11885	11914
2497	11891	11910
2498	11896	11906
2499	11902	11902
2500	11907	11897
2501	11912	11893
2502	11918	11889
2503	11922	11884
2504	11926	11878
2505	11934	11877
2506	11938	11871
2507	11945	11868
2508	11950	11864
2509	11954	11858
2510	11967	11862
2511	11975	11861
2512	11980	11856
2513	11985	11851
2514	11990	11847
2515	11995	11842
2516	12000	11838
2517	12006	11835
2518	12012	11831
2519	12016	11825
2520	12027	11827
2521	12032	11822
2522	12044	11825
2523	12049	11820
2524	12055	11816
2525	12059	11811
2526	12073	11815
2527	12080	11812
2528	12085	11808
2529	12092	11805
2530	12097	11801
2531	12104	11798
2532	12109	11794
2533	12117	11792
2534	12122	11788
2535	12128	11784
2536	12133	11779
2537	12139	11776
2538	12144	11771
2539	12151	11768
2540	12156	11763
2541	12160	11758
2542	12166	11754
2543	12170	11749
2544	12175	11745
2545	12180	11740
2546	12186	11736
2547	12191	11732
2548	12196	11727
2549	12200	11722
2550	12208	11720
2551	12214	11716
2552	12219	11712
2553	12224	11707
2554	12229	11703
2555	12233	11697
2556	12239	11693
2557	12244	11689
2558	12249	11684
2559	12254	11679
2560	12260	11676
2561	12264	11671
2562	12270	11667
2563	12275	11662
2564	12281	11659
2565	12285	11653
2566	12290	11649
2567	12296	11644
2568	12301	11640
2569	12306	11636
2570	12311	11631
2571	12315	11626
2572	12321	11622
2573	12325	11617
2574	12330	11611
2575	12333	11605
2576	12337	11600
2577	12341	11594
2578	12345	11589
2579	12349	11584
2580	12354	11578
2581	12360	11575
2582	12365	11570
2583	12371	11567
2584	12375	11562
2585	12380	11556
2586	12385	11552
2587	12390	11547
2588	12394	11542
2589	12398	11536
2590	12402	11530
2591	12406	11525
2592	12409	11519
2593	12413	11513
2594	12417	11508
2595	12421	11502
2596	12425	11496
2597	12429	11491
2598	12434	11486
2599	12438	11481
2600	12442	11475
2601	12445	11470
2602	12449	11464
2603	12453	11458
2604	12457	11453
2605	12460	11447
2606	12464	11441
2607	12468	11435
2608	12471	11429
2609	12475	11423
2610	12478	11417
2611	12482	11412
2612	12486	11406
2613	12489	11400
2614	12493	11394
2615	12497	11389
2616	12502	11384
2617	12506	11379
2618	12512	11375
2619	12515	11369
2620	12520	11364
2621	12523	11358
2622	12528	11353
2623	12532	11348
2624	12537	11343
2625	12540	11337
2626	12545	11332
2627	12550	11327
2628	12554	11322
2629	12558	11316
2630	12563	11312
2631	12567	11307
2632	12572	11302
2633	12576	11297
2634	12581	11292
2635	12585	11286
2636	12589	11281
2637	12593	11275
2638	12597	11270
2639	12601	11264
2640	12604	11258
2641	12609	11253
2642	12613	11248
2643	12617	11242
2644	12621	11237
2645	12625	11232
2646	12629	11226
2647	12633	11221
2648	12637	11216
2649	12641	11210
2650	12645	11205
2651	12649	11199
2652	12653	11193
2653	12657	11188
2654	12661	11183
2655	12665	11177
2656	12668	11171
2657	12672	11166
2658	12676	11160
2659	12680	11155
2660	12684	11149
2661	12688	11143
2662	12691	11138
2663	12695	11132
2664	12699	11126
2665	12702	11120
2666	12706	11115
2667	12710	11109
2668	12714	11104
2669	12717	11098
2670	12721	11092
2671	12726	11088
2672	12730	11082
2673	12733	11076
2674	12738	11071
2675	12742	11066
2676	12745	11060
2677	12748	11054
2678	12753	11048
2679	12758	11044
2680	12762	11039
2681	12766	11033
2682	12771	11029
2683	12775	11024
2684	12783	11021
2685	12787	11016
2686	12792	11012
2687	12796	11006
2688	12801	11001
2689	12804	10996
2690	12809	10991
2691	12814	10986
2692	12819	10981
2693	12823	10976
2694	12827	10970
2695	12832	10966
2696	12836	10961
2697	12839	10955
2698	12847	10953
2699	12851	10947
2700	12858	10944
2701	12862	10939
2702	12866	10934
2703	12872	10930
2704	12876	10925
2705	12881	10920
2706	12886	10915
2707	12890	10910
2708	12897	10907
2709	12900	10901
2710	12904	10896
2711	12908	10890
2712	12912	10884
2713	12915	10878
2714	12919	10873
2715	12923	10868
2716	12927	10862
2717	12930	10856
2718	12934	10850
2719	12938	10845
2720	12942	10839
2721	12946	10835
2722	12950	10829
2723	12954	10823
2724	12957	10818
2725	12962	10812
2726	12965	10807
2727	12969	10801
2728	12972	10795
2729	12976	10789
2730	12980	10784
2731	12983	10778
2732	12987	10773
2733	12991	10767
2734	12995	10762
2735	12999	10756
2736	13003	10751
2737	13006	10745
2738	13010	10740
2739	13015	10735
2740	13018	10729
2741	13023	10724
2742	13027	10719
2743	13031	10713
2744	13035	10708
2745	13039	10702
2746	13042	10697
2747	13046	10691
2748	13050	10686
2749	13054	10680
2750	13057	10674
2751	13061	10669
2752	13064	10663
2753	13068	10658
2754	13072	10652
2755	13075	10646
2756	13079	10640
2757	13082	10635
2758	13086	10629
2759	13090	10623
2760	13093	10618
2761	13097	10612
2762	13101	10607
2763	13105	10601
2764	13109	10596
2765	13112	10590
2766	13117	10585
2767	13121	10580
2768	13124	10574
2769	13129	10569
2770	13136	10566
2771	13140	10561
2772	13145	10557
2773	13150	10552
2774	13157	10549
2775	13163	10546
2776	13168	10541
2777	13173	10536
2778	13177	10531
2779	13182	10527
2780	13187	10522
2781	13191	10517
2782	13195	10512
2783	13200	10507
2784	13204	10502
2785	13209	10497
2786	13213	10491
2787	13217	10486
2788	13224	10483
2789	13229	10478
2790	13234	10474
2791	13238	10469
2792	13242	10463
2793	13250	10462
2794	13254	10456
2795	13261	10453
2796	13265	10448
2797	13269	10442
2798	13273	10437
2799	13285	10438
2800	13293	10436
2801	13299	10432
2802	13308	10431
2803	13314	10427
2804	13319	10423
2805	13325	10418
2806	13330	10414
2807	13334	10409
2808	13339	10405
2809	13345	10400
2810	13350	10396
2811	13354	10391
2812	13360	10387
2813	13364	10382
2814	13368	10376
2815	13374	10372
2816	13378	10367
2817	13383	10363
2818	13389	10359
2819	13394	10354
2820	13401	10351
2821	13405	10346
2822	13409	10341
2823	13414	10336
2824	13418	10331
2825	13422	10325
2826	13428	10321
2827	13432	10316
2828	13437	10312
2829	13442	10307
2830	13445	10301
2831	13450	10296
2832	13455	10292
2833	13461	10288
2834	13467	10284
2835	13472	10280
2836	13477	10275
2837	13481	10270
2838	13487	10266
2839	13491	10261
2840	13496	10256
2841	13500	10251
2842	13504	10245
2843	13508	10240
2844	13512	10235
2845	13517	10231
2846	13523	10226
2847	13528	10222
2848	13533	10217
2849	13538	10213
2850	13542	10207
2851	13545	10202
2852	13550	10197
2853	13554	10191
2854	13558	10186
2855	13562	10181
2856	13566	10175
2857	13569	10170
2858	13574	10165
2859	13578	10160
2860	13582	10154
2861	13589	10151
2862	13593	10146
2863	13599	10142
2864	13604	10137
2865	13609	10133
2866	13614	10128
2867	13618	10123
2868	13622	10118
2869	13627	10113
2870	13630	10108
2871	13635	10102
2872	13639	10097
2873	13643	10092
2874	13647	10087
2875	13651	10082
2876	13656	10077
2877	13660	10072
2878	13664	10066
2879	13668	10061
2880	13673	10056
2881	13676	10051
2882	13681	10046
2883	13685	10041
2884	13689	10035
2885	13693	10030
2886	13697	10025
2887	13701	10019
2888	13704	10014
2889	13709	10009
2890	13713	10003
2891	13717	9998
2892	13721	9993
2893	13725	9987
2894	13729	9982
2895	13733	9977
2896	13737	9972
2897	13742	9967
2898	13746	9962
2899	13750	9957
2900	13754	9951
2901	13758	9946
2902	13762	9941
2903	13765	9935
2904	13769	9930
2905	13774	9925
2906	13778	9920
2907	13782	9915
2908	13786	9909
2909	13790	9904
2910	13794	9899
2911	13797	9893
2912	13801	9887
2913	13804	9882
2914	13808	9877
2915	13812	9871
2916	13816	9866
2917	13820	9861
2918	13824	9855
2919	13828	9850
2920	13833	9845
2921	13836	9840
2922	13840	9835
2923	13845	9829
2924	13848	9824
2925	13852	9818
2926	13855	9813
2927	13859	9807
2928	13863	9802
2929	13867	9797
2930	13872	9792
2931	13876	9787
2932	13880	9781
2933	13884	9776
2934	13888	9771
2935	13892	9766
2936	13896	9761
2937	13901	9756
2938	13905	9751
2939	13908	9745
2940	13912	9739
2941	13915	9734
2942	13919	9729
2943	13923	9723
2944	13926	9718
2945	13930	9712
2946	13934	9707
2947	13937	9701
2948	13942	9697
2949	13949	9693
2950	13954	9689
2951	13976	9696
2952	13986	9695
2953	13999	9696
2954	14005	9692
2955	14011	9688
2956	14016	9684
2957	14021	9679
2958	14027	9675
2959	14033	9672
2960	14038	9667
2961	14045	9664
2962	14053	9661
2963	14062	9659
2964	14067	9654
2965	14074	9651
2966	14079	9647
2967	14086	9644
2968	14091	9639
2969	14097	9635
2970	14103	9631
2971	14113	9630
2972	14119	9626
2973	14141	9633
2974	14154	9634
2975	14159	9630
2976	14164	9625
2977	14169	9620
2978	14173	9615
2979	14179	9611
2980	14184	9606
2981	14191	9603
2982	14195	9598
2983	14200	9593
2984	14205	9589
2985	14209	9584
2986	14213	9578
2987	14217	9573
2988	14222	9568
2989	14227	9564
2990	14231	9559
2991	14236	9554
2992	14246	9552
2993	14250	9547
2994	14254	9542
2995	14258	9537
2996	14263	9532
2997	14267	9527
2998	14271	9522
2999	14276	9517
3000	14282	9513
3001	14288	9509
3002	14294	9505
3003	14299	9501
3004	14305	9497
3005	14311	9493
3006	14315	9488
3007	14320	9483
3008	14324	9477
3009	14331	9474
3010	14334	9469
3011	14339	9464
3012	14344	9459
3013	14348	9454
3014	14353	9450
3015	14357	9444
3016	14361	9439
3017	14365	9434
3018	14369	9429
3019	14373	9423
3020	14378	9419
3021	14382	9413
3022	14386	9408
3023	14390	9403
3024	14397	9399
3025	14402	9395
3026	14406	9390
3027	14410	9384
3028	14414	9379
3029	14418	9374
3030	14422	9369
3031	14426	9364
3032	14430	9358
3033	14434	9353
3034	14440	9349
3035	14444	9344
3036	14448	9339
3037	14453	9334
3038	14456	9328
3039	14461	9323
3040	14464	9318
3041	14468	9312
3042	14472	9307
3043	14476	9302
3044	14480	9296
3045	14484	9291
3046	14488	9286
3047	14491	9280
3048	14495	9275
3049	14499	9270
3050	14503	9264
3051	14507	9259
3052	14511	9254
3053	14515	9249
3054	14519	9243
3055	14523	9238
3056	14527	9233
3057	14532	9228
3058	14537	9224
3059	14541	9218
3060	14545	9213
3061	14549	9208
3062	14553	9203
3063	14557	9198
3064	14561	9192
3065	14565	9187
3066	14569	9182
3067	14573	9177
3068	14577	9172
3069	14580	9166
3070	14585	9161
3071	14589	9156
3072	14593	9150
3073	14597	9146
3074	14601	9140
3075	14605	9135
3076	14609	9130
3077	14613	9125
3078	14619	9121
3079	14623	9115
3080	14627	9110
3081	14631	9105
3082	14635	9100
3083	14639	9095
3084	14643	9090
3085	14647	9084
3086	14651	9079
3087	14656	9074
3088	14661	9070
3089	14666	9065
3090	14673	9062
3091	14678	9057
3092	14684	9053
3093	14689	9048
3094	14694	9044
3095	14698	9039
3096	14702	9033
3097	14706	9029
3098	14710	9023
3099	14714	9018
3100	14719	9013
3101	14723	9008
3102	14727	9003
3103	14731	8998
3104	14736	8993
3105	14741	8989
3106	14746	8984
3107	14751	8980
3108	14756	8975
3109	14761	8970
3110	14765	8965
3111	14772	8961
3112	14777	8957
3113	14782	8952
3114	14785	8947
3115	14791	8943
3116	14796	8938
3117	14800	8933
3118	14804	8928
3119	14809	8923
3120	14814	8918
3121	14819	8914
3122	14823	8909
3123	14827	8904
3124	14832	8899
3125	14836	8894
3126	14841	8889
3127	14845	8884
3128	14850	8879
3129	14855	8875
3130	14861	8871
3131	14865	8866
3132	14870	8861
3133	14875	8856
3134	14886	8856
3135	14891	8851
3136	14897	8847
3137	14902	8842
3138	14909	8839
3139	14914	8834
3140	14919	8830
3141	14925	8826
3142	14930	8821
3143	14936	8817
3144	14940	8812
3145	14944	8807
3146	14949	8802
3147	14955	8798
3148	14961	8794
3149	14966	8789
3150	15134	8881
3151	15139	8876
3152	15144	8871
3153	15149	8866
3154	15155	8862
3155	15168	8862
3156	15174	8858
3157	15184	8856
3158	15190	8852
3159	15193	8847
3160	15198	8841
3161	15202	8836
3162	15206	8831
3163	15210	8826
3164	15215	8821
3165	15220	8816
3166	15224	8811
3167	15228	8806
3168	15232	8801
3169	15236	8796
3170	15240	8790
3171	15244	8785
3172	15248	8779
3173	15252	8774
3174	15257	8770
3175	15261	8764
3176	15265	8759
3177	15269	8754
3178	15274	8749
3179	15278	8744
3180	15282	8738
3181	15287	8734
3182	15291	8728
3183	15295	8723
3184	15300	8719
3185	15304	8713
3186	15308	8708
3187	15312	8703
3188	15316	8698
3189	15320	8692
3190	15324	8687
3191	15328	8682
3192	15332	8677
3193	15336	8672
3194	15341	8667
3195	15346	8662
3196	15351	8657
3197	15355	8652
3198	15359	8647
3199	15363	8642
3200	15367	8636
3201	15372	8631
3202	15376	8626
3203	15380	8621
3204	15385	8616
3205	15388	8611
3206	15392	8605
3207	15396	8600
3208	15400	8595
3209	15404	8589
3210	15408	8584
3211	15412	8579
3212	15416	8574
3213	15420	8568
3214	15425	8564
3215	15428	8558
3216	15434	8554
3217	15438	8548
3218	15442	8543
3219	15449	8540
3220	15452	8534
3221	15457	8530
3222	15461	8524
3223	15465	8519
3224	15469	8514
3225	15473	8508
3226	15477	8503
3227	15481	8498
3228	15485	8493
3229	15489	8487
